1,1
2,2
3,2
3,3
3,4
3,5
4,1
5,6
6,2
7,7
7,8
7,9
7,10
8,7
8,8
8,9
8,10
9,2
10,2
11,5
12,1
13,6
14,11
15,11
15,12
15,13
16,11
16,13
17,14
18,7
18,8
18,9
18,10
19,11
19,15
19,12
20,2
20,3
20,4
20,5
21,16
22,17
22,18
23,16
24,5
